date,title,summary,topic,media,link
2022-08-04,Muere un confinado en la cárcel de Aguadilla,,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/muere-un-confinado-en-la-c-rcel-de-aguadilla/article_b581cda2-13fb-11ed-8d6b-5354be21a965.html
2022-08-04,"Se roban $2,300 en efectivo del interior de un vehículo en Bayamón",Los hechos ocurrieron anoche en la urbanización Santa Rosa,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/se-roban-2-300-en-efectivo-del-interior-de-un-veh-culo-en-bayam-n/article_35be598c-13f6-11ed-8634-dfa368c32b5e.html
2022-08-04,Se desata un incendio en el recinto de Arecibo de la Universidad de Puerto Rico,,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/se-desata-un-incendio-en-el-recinto-de-arecibo-de-la-universidad-de-puerto-rico/article_a35e5a3a-13ee-11ed-8447-d74e9cdfe762.html
2022-08-04,El juez federal Francisco Besosa pauta vista en el caso de la reforma policial,Para el 23 de agosto en el Tribunal Federal del Viejo San Juan,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/federal/el-juez-federal-francisco-besosa-pauta-vista-en-el-caso-de-la-reforma-policial/article_4f0aacf6-1397-11ed-88bb-170c97fbf71a.html
2022-08-03,Acusan a los líderes de una ganga que traficaba toneladas de cocaína en el área del Caribe,Transportaban millonarios cargamentos a Puerto Rico y República Dominicana provenientes de Colombia y Venezuela ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/federal/acusan-a-los-l-deres-de-una-ganga-que-traficaba-toneladas-de-coca-na-en/article_f1956c1c-1375-11ed-8a46-af19135d09b2.html
2022-08-03,Trifulca familiar: padres e hijos protagonizan una pelea a palos en una gasolinera,Dos de los protagonistas del altercado fueron transportados a instituciones hospitalarias ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/trifulca-familiar-padres-e-hijos-protagonizan-una-pelea-a-palos-en-una-gasolinera/article_2b369758-135c-11ed-a6ad-eb71e424fd53.html
2022-08-03,Arrestan a un joven de 20 años por incidente de violencia doméstica en Carolina,Según se indicó la víctima se encuentra en estado delicado y está recibiendo asistencia médica,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/arrestan-a-un-joven-de-20-a-os-por-incidente-de-violencia-dom-stica-en/article_99cca54e-139e-11ed-80e5-f3ef656bdd91.html
2022-08-03,La AEE y el Negociado de Energía tendrán que entregar información sobre proyectos de energía renovable,El juez superior Anthony Cuevas Ramos determinó que la información es pública,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/justicia/la-aee-y-el-negociado-de-energ-a-tendr-n-que-entregar-informaci-n-sobre/article_8c7bce9e-137e-11ed-8065-03580b3d635b.html
2022-08-03,Un hombre resulta herido de bala en Guayama,La Policía investiga,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/un-hombre-resulta-herido-de-bala-en-guayama/article_9431b9b8-137a-11ed-b739-6f3fa3574716.html
2022-08-03,Se declara culpable uno de los empresarios acusados por el esquema de corrupción en Cataño,Enfrenta un máximo de cinco años de cárcel ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/federal/se-declara-culpable-uno-de-los-empresarios-acusados-por-el-esquema-de-corrupci-n-en/article_2c680496-136a-11ed-b946-5ba62c225676.html
2022-08-03,Las autoridades capturan al notorio prófugo “Mueca”,Ha sido vinculado a múltiples asesinatos en el área de Fajardo,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/las-autoridades-capturan-al-notorio-pr-fugo-mueca/article_d9065ea6-136e-11ed-b590-5b896745aa27.html
2022-08-03,Envían de vacaciones a los agentes involucrados en la muerte del joven baleado en Río Piedras,Mientras inicia la investigación por parte del Negociado de Investigaciones Especiales (NIE),Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/env-an-de-vacaciones-a-los-agentes-involucrados-en-la-muerte-del-joven-baleado-en/article_a131985e-135c-11ed-b86d-bb604d1c1406.html
2022-08-03,"Se tumban $3,000 en efectivo del interior de un vehículo estacionado en centro comercial en Trujillo Alto",La Policía también investiga el hurto de un vehículo en Carolina ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/se-tumban-3-000-en-efectivo-del-interior-de-un-veh-culo-estacionado-en-centro/article_7b8d7cda-1357-11ed-8ec1-afd6bc1878c1.html
2022-08-03,La Policía arresta a uno de los prófugos más buscados del área de Humacao,El hombre era buscado por tentativa de asesinato y violación a la Ley de Armas,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/la-polic-a-arresta-a-uno-de-los-pr-fugos-m-s-buscados-del-rea/article_27f13a4e-1357-11ed-8bc5-f77d5a864c43.html
2022-08-08,"Lersy Boria Vizcarrondo, nueva subsecretaria del Departamento de Estado",La exprocuradora de las Mujeres -quien dimitió el pasado viernes- arranca oficialmente sus labores el próximo lunes 15 de agosto,Gobierno,El Vocero,https://www.elvocero.com/gobierno/lersy-boria-vizcarrondo-nueva-subsecretaria-del-departamento-de-estado/article_9f4d04fa-1745-11ed-a81d-bfebd988d6c7.html
2022-08-08,"Anuncian incentivo de $4,000 para empleados de centros de cuido y hogares licenciados mediante Acuden",También recibirán incentivos adicionales para plan médico y gastos por transportación,Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/anuncian-incentivo-de-4-000-para-empleados-de-centros-de-cuido-y-hogares-licenciados-mediante/article_80317e2a-1745-11ed-9efc-b71167889f8c.html
2022-08-08,Proponen una cumbre de ciclistas para mejorar la seguridad en las vías de rodaje,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/legislatura/proponen-una-cumbre-de-ciclistas-para-mejorar-la-seguridad-en-las-v-as-de-rodaje/article_15a72276-1731-11ed-a5d1-ab5c3d76271f.html
2022-08-08,"El Departamento de Salud reporta 2,586 nuevos contagios por covid-19",En 33.86% la tasa de positividad,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-departamento-de-salud-reporta-2-586-nuevos-contagios-por-covid-19/article_847c68c6-1701-11ed-84d7-17d51da96639.html
2022-08-08,La AAA anuncia nuevas subastas millonarias para mejoras a infraestructura,Se trata de una inversión aproximada de $150 millones ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-aaa-anuncia-nuevas-subastas-millonarias-para-mejoras-a-infraestructura/article_6ef9b19c-170c-11ed-8878-f35a0291b171.html
2022-08-08,Reto mayor para el año escolar: hay 240 escuelas con condiciones críticas de planta física,"Hay 240 escuelas con condiciones críticas de planta física y $96 millones para repararlas, informa el secretario de Educación ",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/reto-mayor-para-el-a-o-escolar-hay-240-escuelas-con-condiciones-cr-ticas-de/article_69f42da6-16b4-11ed-9a54-ab263c4b81a6.html
2022-08-08,Listos para comenzar los Head Start,Desde el 17 de agosto ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/listos-para-comenzar-los-head-start/article_cd2a7b7c-16b5-11ed-aecf-9733d4faa05e.html
2022-08-08,Organizaciones ambientales piden que la AEE y el Negociado de Energía cumplan con la orden judicial,Destacan importancia de transparencia en transición a energías renovables,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/organizaciones-ambientales-piden-que-la-aee-y-el-negociado-de-energ-a-cumplan-con-la/article_9dfdb732-16a7-11ed-8d5d-7b16086bcd4c.html
2022-08-08,Encaminan la demolición de otros residenciales,"Ayer, luego de 50 años de edificación, fue derribado Torres de Sabana, en Carolina",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/encaminan-la-demolici-n-de-otros-residenciales/article_ce11ae72-16b3-11ed-93b8-636fe35b1fad.html
2022-08-07,Cierra con éxito el Festival de Orquídeas y el Mascotas All Star en Cataño,El evento se llevó a cabo este fin de semana en el Frente Marítimo,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/cierra-con-xito-el-festival-de-orqu-deas-y-el-mascotas-all-star-en-cata/article_20691c0a-16c8-11ed-955d-6fef58d07135.html
2022-08-07,El Hospital Universitario de Centro Médico se encuentra sin luz tras una avería con los generadores,Así lo informó el secretario de Salud en sus redes sociales ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-hospital-universitario-de-centro-m-dico-se-encuentra-sin-luz-tras-una-aver-a/article_bb90df12-16ad-11ed-a1b2-b76986218429.html
2022-08-07,El gobierno anuncia incentivos para el sector agrícola,Los agroempresarios tendrán hasta el 30 de septiembre para someter su solicitud,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-gobierno-anuncia-incentivos-para-el-sector-agr-cola/article_5bb8d63a-1699-11ed-a91f-f79a87baaa65.html
2022-08-07,Vídeo: derriban el antiguo residencial Torres de Sabana en Carolina,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/v-deo-derriban-el-antiguo-residencial-torres-de-sabana-en-carolina/article_4e06917e-1650-11ed-856e-432702f735eb.html
2022-08-07,La Autoridad de Acueductos y Alcantarillados anuncia trabajos en la planta de filtros San Lorenzo,"Este martes, 9 de agosto",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-autoridad-de-acueductos-y-alcantarillados-anuncia-trabajos-en-la-planta-de-filtros-san-lorenzo/article_5fa7c97c-1649-11ed-bdd8-37d004eba0a4.html
2022-08-07,El Departamento de Salud reporta nueve muertes adicionales por el covid-19,En 378 la cifra de hospitalizados,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-departamento-de-salud-reporta-nueve-muertes-adicionales-por-el-covid-19/article_b537674e-1635-11ed-ad6c-1ff48043e12c.html
2022-08-06,¡Que vivan los novios! Se unen en matrimonio Jenniffer González y José Yovin Vargas,La comisionada residente contrajo nupcias este sábado con José Yovin Vargas ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/que-vivan-los-novios-se-unen-en-matrimonio-jenniffer-gonz-lez-y-jos-yovin-vargas/article_3676574e-15b3-11ed-84aa-fb506e5cd294.html
2022-08-06,Jenniffer González y José Yovin Vargas sellan su amor,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/jenniffer-gonz-lez-y-jos-yovin-vargas-sellan-su-amor/article_0f1988c4-15e5-11ed-9d82-f7d306aaaf6c.html
2022-08-06,Se casa la comisionada residente Jenniffer González,No te pierdas la cobertura especial,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/se-casa-la-comisionada-residente-jenniffer-gonz-lez/article_f41801da-1590-11ed-a0ce-afc447bfca8e.html
2022-08-06,Se acercan las cámaras corporales de policías,Entre 45 a 60 días comenzarán a usarlas,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-acercan-las-c-maras-corporales-de-polic-as/article_dce6ae0a-152a-11ed-82e9-7738cbfee981.html
2022-08-06,Se defienden los funerarios ante queja del Instituto de Ciencias Forense,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-defienden-los-funerarios-ante-queja-del-instituto-de-ciencias-forense/article_39ddd6f2-152a-11ed-90fb-b79c0f44cbee.html
2022-08-05,Renuncia la licenciada Lersy Boria a la jefatura de la Oficina de la Procuradora de las Mujeres,Ya suena el nombre de una sustituta ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/renuncia-la-licenciada-lersy-boria-a-la-jefatura-de-la-oficina-de-la-procuradora-de/article_00229c08-1503-11ed-8608-3bfb3e77999e.html
2022-08-05,Hay 54 cuerpos en el Instituto de Ciencias Forenses que esperan por ser recogidos por funerarios,La situación limita el espacio disponible para recibir nuevos casos,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/hay-54-cuerpos-en-el-instituto-de-ciencias-forenses-que-esperan-por-ser-recogidos-por/article_d2a9b7dc-14e6-11ed-a6bc-37469bf924d8.html
2022-08-05,Ratifican el Plan de Revisión de los distritos senatoriales y representativos,Culminó el término provisto desde la publicación del plan sin que persona alguna objetara o emitiera comentarios ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/ratifican-el-plan-de-revisi-n-de-los-distritos-senatoriales-y-representativos/article_53d501ac-14e4-11ed-8e8a-93f8d9c9c9ca.html
2022-08-05,El alcalde electo de Trujillo Alto ofrece detalles de su ceremonia de toma de posesión,La actividad comenzará a las 6:30 p.m. ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/el-alcalde-electo-de-trujillo-alto-ofrece-detalles-de-su-ceremonia-de-toma-de-posesi/article_836db734-14cf-11ed-bcf0-97c91e9b39f4.html
2022-08-05,El gobierno anuncia un acuerdo para reestructurar $131 millones en deuda del CRIM,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/el-gobierno-anuncia-un-acuerdo-para-reestructurar-131-millones-en-deuda-del-crim/article_ca73a7f4-14c7-11ed-a1ff-274b9c1b0ef3.html
2022-08-04,Autoridades aclaran que Wanda Vázquez seguirá con sus escoltas,La exmandataria tendría que resultar convicta para que le eliminen ese beneficio,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/autoridades-aclaran-que-wanda-v-zquez-seguir-con-sus-escoltas/article_ebbec10c-142a-11ed-99bc-cbdfd78bc22f.html
2022-08-04,Banquero acusado con Wanda Vázquez: “No quiero que ellos pongan a un mono de Puerto Rico”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/banquero-acusado-con-wanda-v-zquez-no-quiero-que-ellos-pongan-a-un-mono-de/article_780db18c-1425-11ed-b57f-cf0b661ee772.html
2022-08-04,Anuncian feria de empleo en Orocovis bajo la iniciativa “Trabajo Cerca de Ti”, Se realizará de 8:00 a.m. a 1:00 p.m.,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/anuncian-feria-de-empleo-en-orocovis-bajo-la-iniciativa-trabajo-cerca-de-ti/article_f25c9736-143a-11ed-b8ea-ab17d81c0dba.html
2022-08-04,La AAA informa sobre proyecto sanitario en Caguas,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-aaa-informa-sobre-proyecto-sanitario-en-caguas/article_3e5d2e34-1436-11ed-ab79-3be2a1cc6ec2.html
2022-08-04,El secretario de Justicia ante el arresto de Wanda Vázquez Garced: “Lamentable”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-secretario-de-justicia-ante-el-arresto-de-wanda-v-zquez-garced-lamentable/article_38bb1598-1433-11ed-88f5-5f6f2cee5b9a.html
2022-08-04,Luis Fortuño tras el arresto de Wanda Vázquez: “la corrupción no tiene ni partido ni ideología”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/luis-fortu-o-tras-el-arresto-de-wanda-v-zquez-la-corrupci-n-no-tiene/article_9bb54058-1427-11ed-8f01-7f2c19dd1d3a.html
2022-08-04,"Jenniffer González tras arresto de Wanda Vázquez: ""Es frustrante y decepcionante""",Aquí sus expresiones ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/jenniffer-gonz-lez-tras-arresto-de-wanda-v-zquez-es-frustrante-y-decepcionante/article_d6022cfc-1414-11ed-bf68-1366f6290135.html
2022-08-04,"Se registran 2,279 nuevos casos positivos de covid-19",En 35.43% la tasa de positividad,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-registran-2-279-nuevos-casos-positivos-de-covid-19/article_5e9c34a0-13dd-11ed-922c-7fdfdc5bcd1e.html
2022-08-04,"Exdirector de campaña de Wanda Vázquez adjudica el arresto a ""la falta de olfato político""",,Gobierno,El Vocero,https://www.elvocero.com/gobierno/exdirector-de-campa-a-de-wanda-v-zquez-adjudica-el-arresto-a-la-falta-de/article_44e579d4-13e9-11ed-b5c1-43ea8f16c9e6.html
